form	label	len	freq	train_freq	dev_freq	form	form_freq	label	num_labels	label_freq
오는 2021년	DT_YEAR	8	1	0	1	오는 2021년	1	DT_YEAR	1	2426
오는 20일부터 다음달 10일까지	DT_DURATION	18	1	0	1	오는 20일부터 다음달 10일까지	1	DT_DURATION	1	1911
오는 25~26일	DT_DURATION	9	1	1	0	오는 25~26일	1	DT_DURATION	1	1911
오는 30일부터 내달 3일까지	DT_DURATION	16	1	0	1	오는 30일부터 내달 3일까지	1	DT_DURATION	1	1911
오는 6·4 지방선거	EV_OTHERS	11	1	1	0	오는 6·4 지방선거	1	EV_OTHERS	1	981
오대양 사건	EV_OTHERS	6	1	1	0	오대양 사건	1	EV_OTHERS	1	981
오두산	LCG_MOUNTAIN	3	1	1	0	오두산	1	LCG_MOUNTAIN	1	90
오렌지 마말레이드	AFA_VIDEO	9	1	1	0	오렌지 마말레이드	1	AFA_VIDEO	1	2799
오류동	LCP_COUNTY	3	1	1	0	오류동	1	LCP_COUNTY	1	1341
오르골	AF_MUSICAL_INSTRUMENT	3	1	1	0	오르골	1	AF_MUSICAL_INSTRUMENT	1	42
오리올파크	AF_BUILDING	5	1	0	1	오리올파크	1	AF_BUILDING	1	655
오만과편견	AFA_VIDEO	5	1	0	1	오만과편견	1	AFA_VIDEO	1	2799
오마베	AFA_VIDEO	3	1	1	0	오마베	1	AFA_VIDEO	1	2799
오마이베이비	AFA_VIDEO	6	1	1	0	오마이베이비	1	AFA_VIDEO	1	2799
오목천동	LCP_COUNTY	4	1	1	0	오목천동	1	LCP_COUNTY	1	1341
오방리	LCP_COUNTY	3	1	1	0	오방리	1	LCP_COUNTY	1	1341
오바마의 취임식	EV_OTHERS	8	1	0	1	오바마의 취임식	1	EV_OTHERS	1	981
오빠 생각	AFA_VIDEO	5	1	1	0	오빠 생각	1	AFA_VIDEO	1	2799
오사카(大阪)시	LCP_CITY	8	1	1	0	오사카(大阪)시	1	LCP_CITY	1	1768
오세아니아	LCG_CONTINENT	5	1	1	0	오세아니아	1	LCG_CONTINENT	1	222
오세암	AFA_VIDEO	3	1	0	1	오세암	1	AFA_VIDEO	1	2799
오션스	AFA_VIDEO	3	1	0	1	오션스	1	AFA_VIDEO	1	2799
오스트리아 합스부르크	LCP_CITY	11	1	1	0	오스트리아 합스부르크	1	LCP_CITY	1	1768
오카야마 현	LC_COUNTY	6	1	0	1	오카야마 현	1	LC_COUNTY	1	16
오클라호마시티	LCP_CITY	7	1	1	0	오클라호마시티	1	LCP_CITY	1	1768
옥포조선소장	CV_POSITION	6	1	1	0	옥포조선소장	1	CV_POSITION	1	4600
올 1월15일	DT_OTHERS	7	1	0	1	올 1월15일	1	DT_OTHERS	1	1709
올 더 히츠	EV_FESTIVAL	6	1	0	1	올 더 히츠	1	EV_FESTIVAL	1	199
올 상반기	DT_DURATION	5	1	1	0	올 상반기	1	DT_DURATION	1	1911
올 한 해	DT_DURATION	5	1	0	1	올 한 해	1	DT_DURATION	1	1911
올여름	DT_SEASON	3	1	1	0	올여름	1	DT_SEASON	1	91
오는 10일까지	DT_OTHERS	8	1	1	0	오는 10일까지	1	DT_OTHERS	1	1709
오는 11월 9일	DT_OTHERS	9	1	1	0	오는 11월 9일	1	DT_OTHERS	1	1709
오는 12월 5일	DT_OTHERS	9	1	1	0	오는 12월 5일	1	DT_OTHERS	1	1709
오는 12월부터	DT_OTHERS	8	1	0	1	오는 12월부터	1	DT_OTHERS	1	1709
오는 15일부터	DT_OTHERS	8	1	0	1	오는 15일부터	1	DT_OTHERS	1	1709
오는 17일부터	DT_OTHERS	8	1	1	0	오는 17일부터	1	DT_OTHERS	1	1709
오는 1월 4일	DT_OTHERS	8	1	1	0	오는 1월 4일	1	DT_OTHERS	1	1709
오는 2016년 6월 10일	DT_OTHERS	15	1	1	0	오는 2016년 6월 10일	1	DT_OTHERS	1	1709
오는 24일까지	DT_OTHERS	8	1	1	0	오는 24일까지	1	DT_OTHERS	1	1709
오는 27일까지만	DT_OTHERS	9	1	1	0	오는 27일까지만	1	DT_OTHERS	1	1709
오는 27일부터	DT_OTHERS	8	1	1	0	오는 27일부터	1	DT_OTHERS	1	1709
오는 28일부터	DT_OTHERS	8	1	0	1	오는 28일부터	1	DT_OTHERS	1	1709
오는 2월 7일	DT_OTHERS	8	1	1	0	오는 2월 7일	1	DT_OTHERS	1	1709
오는 2일부터	DT_OTHERS	7	1	0	1	오는 2일부터	1	DT_OTHERS	1	1709
오는 30일까지	DT_OTHERS	8	1	1	0	오는 30일까지	1	DT_OTHERS	1	1709
오는 3월 25일 이후	DT_OTHERS	12	1	1	0	오는 3월 25일 이후	1	DT_OTHERS	1	1709
오는 3월 2일	DT_OTHERS	8	1	0	1	오는 3월 2일	1	DT_OTHERS	1	1709
오는 3월부터	DT_OTHERS	7	1	1	0	오는 3월부터	1	DT_OTHERS	1	1709
오는 5월 15일	DT_OTHERS	9	1	1	0	오는 5월 15일	1	DT_OTHERS	1	1709
오는 5월 중순	DT_MONTH	8	1	0	1	오는 5월 중순	1	DT_MONTH	1	1474
오는 6월	DT_MONTH	5	1	0	1	오는 6월	1	DT_MONTH	1	1474
오는 6월2일	DT_OTHERS	7	1	1	0	오는 6월2일	1	DT_OTHERS	1	1709
오는 7월 7일	DT_OTHERS	8	1	1	0	오는 7월 7일	1	DT_OTHERS	1	1709
오는 8·15	DT_OTHERS	7	1	1	0	오는 8·15	1	DT_OTHERS	1	1709
오는 8월 3일	DT_OTHERS	8	1	0	1	오는 8월 3일	1	DT_OTHERS	1	1709
올 10월	DT_MONTH	5	1	1	0	올 10월	1	DT_MONTH	1	1474
올 3월24일	DT_OTHERS	7	1	0	1	올 3월24일	1	DT_OTHERS	1	1709
오는 7월	DT_MONTH	5	1	1	0	오는 7월	1	DT_MONTH	1	1474
오는 8월까지	DT_OTHERS	7	1	1	0	오는 8월까지	1	DT_OTHERS	1	1709
오는 9월 18일	DT_OTHERS	9	1	0	1	오는 9월 18일	1	DT_OTHERS	1	1709
올 8월 중순께	DT_OTHERS	8	1	1	0	올 8월 중순께	1	DT_OTHERS	1	1709
올초	DT_DURATION	2	1	1	0	올초	1	DT_DURATION	1	1911
올해 10월 3일	DT_OTHERS	9	1	1	0	올해 10월 3일	1	DT_OTHERS	1	1709
올해 12월에서 내년 3월 사이	DT_DURATION	17	1	1	0	올해 12월에서 내년 3월 사이	1	DT_DURATION	1	1911
올해 1∼7월	DT_DURATION	7	1	1	0	올해 1∼7월	1	DT_DURATION	1	1911
올해 2분기	DT_DURATION	6	1	0	1	올해 2분기	1	DT_DURATION	1	1911
올해 2월	DT_OTHERS	5	1	1	0	올해 2월	1	DT_OTHERS	1	1709
올해 2월 12일	DT_OTHERS	9	1	1	0	올해 2월 12일	1	DT_OTHERS	1	1709
올해 2월 4일	DT_OTHERS	8	1	1	0	올해 2월 4일	1	DT_OTHERS	1	1709
올해 3월부터	DT_OTHERS	7	1	1	0	올해 3월부터	1	DT_OTHERS	1	1709
올해 6월까지만	DT_OTHERS	8	1	1	0	올해 6월까지만	1	DT_OTHERS	1	1709
올해 여름까지	DT_OTHERS	7	1	1	0	올해 여름까지	1	DT_OTHERS	1	1709
오는 10월 10일	DT_OTHERS	10	1	1	0	오는 10월 10일	1	DT_OTHERS	1	1709
오는 10월 2일	DT_OTHERS	9	1	1	0	오는 10월 2일	1	DT_OTHERS	1	1709
오는 12월 20일	DT_OTHERS	10	1	1	0	오는 12월 20일	1	DT_OTHERS	1	1709
오는 14일까지	DT_OTHERS	8	1	1	0	오는 14일까지	1	DT_OTHERS	1	1709
오는 25일부터	DT_OTHERS	8	1	1	0	오는 25일부터	1	DT_OTHERS	1	1709
오는 31일	DT_DAY	6	1	1	0	오는 31일	1	DT_DAY	1	5422
오는 3일	DT_DAY	5	1	1	0	오는 3일	1	DT_DAY	1	5422
오는 3∼4일	DT_DURATION	7	1	0	1	오는 3∼4일	1	DT_DURATION	1	1911
오는 4월까지	DT_OTHERS	7	1	1	0	오는 4월까지	1	DT_OTHERS	1	1709
오는 4일부터	DT_OTHERS	7	1	1	0	오는 4일부터	1	DT_OTHERS	1	1709
오는 5월 23일	DT_OTHERS	9	1	1	0	오는 5월 23일	1	DT_OTHERS	1	1709
오는 5월 3일	DT_OTHERS	8	1	1	0	오는 5월 3일	1	DT_OTHERS	1	1709
오는 9월 28일	DT_OTHERS	9	1	1	0	오는 9월 28일	1	DT_OTHERS	1	1709
오는 9월 6일	DT_OTHERS	8	1	0	1	오는 9월 6일	1	DT_OTHERS	1	1709
올해 1월1일부터	DT_OTHERS	9	1	1	0	올해 1월1일부터	1	DT_OTHERS	1	1709
오는 9월경	DT_MONTH	6	1	1	0	오는 9월경	1	DT_MONTH	1	1474
오는 9월부터	DT_OTHERS	7	1	1	0	오는 9월부터	1	DT_OTHERS	1	1709
올 하반기부터	DT_OTHERS	7	1	1	0	올 하반기부터	1	DT_OTHERS	1	1709
올해 3분기	DT_DURATION	6	1	1	0	올해 3분기	1	DT_DURATION	1	1911
올해 8월까지	DT_OTHERS	7	1	1	0	올해 8월까지	1	DT_OTHERS	1	1709
올해 9월 중순	DT_OTHERS	8	1	1	0	올해 9월 중순	1	DT_OTHERS	1	1709
올해 말까지	DT_OTHERS	6	1	1	0	올해 말까지	1	DT_OTHERS	1	1709
올해 말부터	DT_OTHERS	6	1	1	0	올해 말부터	1	DT_OTHERS	1	1709
오는 17일부터 11월 9일까지	DT_DURATION	17	1	1	0	오는 17일부터 11월 9일까지	1	DT_DURATION	1	1911
오는 24일부터 26일까지	DT_DURATION	14	1	1	0	오는 24일부터 26일까지	1	DT_DURATION	1	1911
오는 3월 25일부터 30일까지	DT_DURATION	17	1	1	0	오는 3월 25일부터 30일까지	1	DT_DURATION	1	1911
오는 6월 30일까지	DT_OTHERS	11	1	1	0	오는 6월 30일까지	1	DT_OTHERS	1	1709
오는 7월 20일부터	DT_OTHERS	11	1	1	0	오는 7월 20일부터	1	DT_OTHERS	1	1709
올 1월	DT_OTHERS	4	1	1	0	올 1월	1	DT_OTHERS	1	1709
올 하반기	DT_DURATION	5	1	1	0	올 하반기	1	DT_DURATION	1	1911
오는 4일	DT_DAY	5	1	1	0	오는 4일	1	DT_DAY	1	5422
오는 6월 3일부터 19일까지	DT_DURATION	16	1	1	0	오는 6월 3일부터 19일까지	1	DT_DURATION	1	1911
오는 7월 20일부터 4년간	DT_DURATION	15	1	1	0	오는 7월 20일부터 4년간	1	DT_DURATION	1	1911
오는 8월 17일~18일	DT_DURATION	13	1	1	0	오는 8월 17일~18일	1	DT_DURATION	1	1911
오는 9일부터 11일까지	DT_DURATION	13	1	1	0	오는 9일부터 11일까지	1	DT_DURATION	1	1911
올해 3월부터 6월까지	DT_DURATION	12	1	1	0	올해 3월부터 6월까지	1	DT_DURATION	1	1911
오는 토요일	DT_DAY	6	1	1	0	오는 토요일	1	DT_DAY	1	5422
오라버님	CV_RELATION	4	1	0	1	오라버님	1	CV_RELATION	1	1813
올해의 프로듀서 상	CV_PRIZE	10	1	0	1	올해의 프로듀서 상	1	CV_PRIZE	1	188
오렌지 색 낙하산 복	CV_CLOTHING	11	1	1	0	오렌지 색 낙하산 복	1	CV_CLOTHING	1	209
오렌지 주스	CV_DRINK	6	1	0	1	오렌지 주스	1	CV_DRINK	1	175
오리지널	CV_FOOD	4	1	0	1	오리지널	1	CV_FOOD	1	402
오리지널 음악상	CV_PRIZE	8	1	1	0	오리지널 음악상	1	CV_PRIZE	1	188
올해의 선수	CV_PRIZE	6	1	1	0	올해의 선수	1	CV_PRIZE	1	188
오바마 케어	CV_POLICY	6	1	1	0	오바마 케어	1	CV_POLICY	1	95
오븐구이	CV_FOOD	4	1	0	1	오븐구이	1	CV_FOOD	1	402
오스트레일리아영화	CV_ART	9	1	1	0	오스트레일리아영화	1	CV_ART	1	7666
오시지	CV_FOOD	3	1	1	0	오시지	1	CV_FOOD	1	402
오타고 대학교수	CV_OCCUPATION	8	1	1	0	오타고 대학교수	1	CV_OCCUPATION	1	4368
오페라가수	CV_OCCUPATION	5	1	1	0	오페라가수	1	CV_OCCUPATION	1	4368
옥고감	CV_FOOD	3	1	1	0	옥고감	1	CV_FOOD	1	402
옥돔	CV_FOOD	2	1	1	0	옥돔	1	CV_FOOD	1	402
옥메와까	CV_FOOD	4	1	1	0	옥메와까	1	CV_FOOD	1	402
옥수수	CV_FOOD	3	1	1	0	옥수수	1	CV_FOOD	1	402
오에스티	CV_ART	4	1	0	1	오에스티	1	CV_ART	1	7666
오자룡	AM_REPTILIA	3	1	0	1	오자룡	1	AM_REPTILIA	1	23
옹꾸라	AFA_VIDEO	3	1	1	0	옹꾸라	1	AFA_VIDEO	1	2799
옹달샘과 꿈꾸는 라디오	AFA_VIDEO	12	1	1	0	옹달샘과 꿈꾸는 라디오	1	AFA_VIDEO	1	2799
옹박 라스트 미션	AFA_VIDEO	9	1	0	1	옹박 라스트 미션	1	AFA_VIDEO	1	2799
옹박 리턴즈 오브 레전드	AFA_VIDEO	13	1	0	1	옹박 리턴즈 오브 레전드	1	AFA_VIDEO	1	2799
오늘의 연애	AFA_VIDEO	6	1	1	0	오늘의 연애	1	AFA_VIDEO	1	2799
올인	AFA_VIDEO	2	1	1	0	올인	1	AFA_VIDEO	1	2799
오아히스	AFA_VIDEO	4	1	1	0	오아히스	1	AFA_VIDEO	1	2799
오월의 멜로	AFA_VIDEO	6	1	1	0	오월의 멜로	1	AFA_VIDEO	1	2799
오유	AFA_PERFORMANCE	2	1	1	0	오유	1	AFA_PERFORMANCE	1	27
오픈워터	AFA_VIDEO	4	1	1	0	오픈워터	1	AFA_VIDEO	1	2799
옥중가	AFA_MUSIC	3	1	1	0	옥중가	1	AFA_MUSIC	1	201
올 마스터	AFA_VIDEO	5	1	1	0	올 마스터	1	AFA_VIDEO	1	2799
올댓스케이트	AFA_VIDEO	6	1	1	0	올댓스케이트	1	AFA_VIDEO	1	2799
오리지널 큐브	AFA_ART_CRAFT	7	1	0	1	오리지널 큐브	1	AFA_ART_CRAFT	1	14
오즈마법사	AFA_DOCUMENT	5	1	1	0	오즈마법사	1	AFA_DOCUMENT	1	193
옥토	AFA_DOCUMENT	2	1	1	0	옥토	1	AFA_DOCUMENT	1	193
오토스로틀	AF_TRANSPORT	5	1	1	0	오토스로틀	1	AF_TRANSPORT	1	1217
올 뉴 카니발	AF_TRANSPORT	7	1	1	0	올 뉴 카니발	1	AF_TRANSPORT	1	1217
올 뉴 투싼	AF_TRANSPORT	6	1	1	0	올 뉴 투싼	1	AF_TRANSPORT	1	1217
올림픽기념관	AF_BUILDING	6	1	1	0	올림픽기념관	1	AF_BUILDING	1	655
옹진함	AF_TRANSPORT	3	1	1	0	옹진함	1	AF_TRANSPORT	1	1217
오페라하우스	AF_BUILDING	6	1	1	0	오페라하우스	1	AF_BUILDING	1	655
와우 와우 와우	AFA_MUSIC	8	1	1	0	와우 와우 와우	1	AFA_MUSIC	1	201
와이어트 어프	PS_CHARACTER	7	1	1	0	와이어트 어프	1	PS_CHARACTER	1	1027
와이파이 채널본딩 기술	TR_SCIENCE	12	1	1	0	와이파이 채널본딩 기술	1	TR_SCIENCE	1	85
완봉승	TM_SPORTS	3	1	0	1	완봉승	1	TM_SPORTS	1	408
완산경찰서	OGG_POLITICS	5	1	1	0	완산경찰서	1	OGG_POLITICS	1	4964
완산구	LCP_COUNTY	3	1	1	0	완산구	1	LCP_COUNTY	1	1341
완투	TM_SPORTS	2	1	0	1	완투	1	TM_SPORTS	1	408
완표	PS_NAME	2	1	1	0	완표	1	PS_NAME	1	21537
왈리드 알무알렘	PS_NAME	8	1	0	1	왈리드 알무알렘	1	PS_NAME	1	21537
왈리드 알무알렘 시리아 외무장관	PS_NAME	17	1	0	1	왈리드 알무알렘 시리아 외무장관	1	PS_NAME	1	21537
왓퍼드	OGG_SPORTS	3	1	1	0	왓퍼드	1	OGG_SPORTS	1	1017
왕가위(王家卫)	PS_NAME	8	1	0	1	왕가위(王家卫)	1	PS_NAME	1	21537
왕가위(王家卫) 감독	PS_NAME	11	1	0	1	왕가위(王家卫) 감독	1	PS_NAME	1	21537
왕리홍	PS_NAME	3	1	1	0	왕리홍	1	PS_NAME	1	21537
왕립학회	OGG_EDUCATION	4	1	1	0	왕립학회	1	OGG_EDUCATION	1	491
왕멍	PS_NAME	2	1	1	0	왕멍	1	PS_NAME	1	21537
왕민재	PS_NAME	3	1	0	1	왕민재	1	PS_NAME	1	21537
왕배	PS_NAME	2	1	1	0	왕배	1	PS_NAME	1	21537
왕소	PS_NAME	2	1	1	0	왕소	1	PS_NAME	1	21537
왕십리CGV	OGG_ART	6	1	1	0	왕십리CGV	1	OGG_ART	1	61
왕십리역	LC_OTHERS	4	1	0	1	왕십리역	1	LC_OTHERS	1	1375
왕정	PS_NAME	2	1	0	1	왕정	1	PS_NAME	1	21537
왕정감독	PS_NAME	4	1	0	1	왕정감독	1	PS_NAME	1	21537
왕지혜	PS_NAME	3	1	1	0	왕지혜	1	PS_NAME	1	21537
왕콩이	PS_NAME	3	1	0	1	왕콩이	1	PS_NAME	1	21537
와리스디리	PS_NAME	5	1	0	1	와리스디리	1	PS_NAME	1	21537
와이드먼	PS_NAME	4	1	0	1	와이드먼	1	PS_NAME	1	21537
와줘	AFA_MUSIC	2	1	1	0	와줘	1	AFA_MUSIC	1	201
와퍼의 날	DT_DAY	5	1	0	1	와퍼의 날	1	DT_DAY	1	5422
완전거리비례요금제	CV_POLICY	9	1	1	0	완전거리비례요금제	1	CV_POLICY	1	95
왕비	CV_POSITION	2	1	1	0	왕비	1	CV_POSITION	1	4600
왕세손	CV_POSITION	3	1	1	0	왕세손	1	CV_POSITION	1	4600
왕세자비	CV_POSITION	4	1	1	0	왕세자비	1	CV_POSITION	1	4600
와퍼주니어	AFW_OTHER_PRODUCTS	5	1	0	1	와퍼주니어	1	AFW_OTHER_PRODUCTS	1	376
와플	CV_FOOD	2	1	1	0	와플	1	CV_FOOD	1	402
완전소중한 사랑	AFA_VIDEO	8	1	1	0	완전소중한 사랑	1	AFA_VIDEO	1	2799
왕가네 식구들	AFA_VIDEO	7	1	1	0	왕가네 식구들	1	AFA_VIDEO	1	2799
왕의 귀환	AFA_VIDEO	5	1	1	0	왕의 귀환	1	AFA_VIDEO	1	2799
왕의 남자	AFA_VIDEO	5	1	1	0	왕의 남자	1	AFA_VIDEO	1	2799
왕의 얼굴	AFA_VIDEO	5	1	1	0	왕의 얼굴	1	AFA_VIDEO	1	2799
왕좌의 게임	AFA_VIDEO	6	1	1	0	왕좌의 게임	1	AFA_VIDEO	1	2799
왕좌의게임	AFA_VIDEO	5	1	1	0	왕좌의게임	1	AFA_VIDEO	1	2799
왕중왕전	AFA_VIDEO	4	1	1	0	왕중왕전	1	AFA_VIDEO	1	2799
와일드씽	AFA_VIDEO	4	1	1	0	와일드씽	1	AFA_VIDEO	1	2799
왜관공영버스정류장	LC_OTHERS	9	1	1	0	왜관공영버스정류장	1	LC_OTHERS	1	1375
외교 당국	OGG_POLITICS	5	1	0	1	외교 당국	1	OGG_POLITICS	1	4964
외교부 조태영 대변인	PS_NAME	11	1	1	0	외교부 조태영 대변인	1	PS_NAME	1	21537
외교안보연구기관	OGG_POLITICS	8	1	1	0	외교안보연구기관	1	OGG_POLITICS	1	4964
외교안보연구기관 대표	PS_NAME	11	1	1	0	외교안보연구기관 대표	1	PS_NAME	1	21537
외교위	OGG_POLITICS	3	1	1	0	외교위	1	OGG_POLITICS	1	4964
외교위원회	OGG_POLITICS	5	1	1	0	외교위원회	1	OGG_POLITICS	1	4964
외교통상부	OGG_POLITICS	5	1	1	0	외교통상부	1	OGG_POLITICS	1	4964
외국 영상물 국내 로케이션	TMI_PROJECT	14	1	1	0	외국 영상물 국내 로케이션	1	TMI_PROJECT	1	65
외국인 노동자 A	PS_NAME	9	1	1	0	외국인 노동자 A	1	PS_NAME	1	21537
외모지상주의	TR_SOCIAL_SCIENCE	6	1	0	1	외모지상주의	1	TR_SOCIAL_SCIENCE	1	36
외발산동	LCP_COUNTY	4	1	0	1	외발산동	1	LCP_COUNTY	1	1341
외상성 경막하출혈	TMM_DISEASE	9	1	0	1	외상성 경막하출혈	1	TMM_DISEASE	1	361
외상후스트레스장애	TMM_DISEASE	9	1	1	0	외상후스트레스장애	1	TMM_DISEASE	1	361
외식사업가 백종원 대표	PS_NAME	12	1	1	0	외식사업가 백종원 대표	1	PS_NAME	1	21537
외야수 푸이그	PS_NAME	7	1	0	1	외야수 푸이그	1	PS_NAME	1	21537
외장 하드디스크	TMI_HW	8	1	0	1	외장 하드디스크	1	TMI_HW	1	854
왼쪽 가슴	AM_PART	5	1	0	1	왼쪽 가슴	1	AM_PART	1	1021
왼팔	AM_PART	2	1	1	0	왼팔	1	AM_PART	1	1021
왼편	TM_DIRECTION	2	1	1	0	왼편	1	TM_DIRECTION	1	651
외자은행	OGG_ECONOMY	4	1	1	0	외자은행	1	OGG_ECONOMY	1	2003
외환교역센터	OGG_ECONOMY	6	1	1	0	외환교역센터	1	OGG_ECONOMY	1	2003
외환노조	OGG_OTHERS	4	1	0	1	외환노조	1	OGG_OTHERS	1	591
외환은행 도쿄	OGG_ECONOMY	7	1	0	1	외환은행 도쿄	1	OGG_ECONOMY	1	2003
외환카드	OGG_ECONOMY	4	1	0	1	외환카드	1	OGG_ECONOMY	1	2003
왼손 투수	CV_SPORTS_POSITION	5	1	1	0	왼손 투수	1	CV_SPORTS_POSITION	1	146
외교부 1차관	CV_POSITION	7	1	1	0	외교부 1차관	1	CV_POSITION	1	4600
외교부장	CV_POSITION	4	1	1	0	외교부장	1	CV_POSITION	1	4600
외교사절	CV_POSITION	4	1	1	0	외교사절	1	CV_POSITION	1	4600
외교안보수석	CV_POSITION	6	1	1	0	외교안보수석	1	CV_POSITION	1	4600
외교안보수석비서관	CV_POSITION	9	1	1	0	외교안보수석비서관	1	CV_POSITION	1	4600
외교안보장관	CV_POSITION	6	1	1	0	외교안보장관	1	CV_POSITION	1	4600
외국곡	CV_ART	3	1	0	1	외국곡	1	CV_ART	1	7666
외국인 투자촉진법	CV_LAW	9	1	1	0	외국인 투자촉진법	1	CV_LAW	1	1162
외국환거래법	CV_LAW	6	1	1	0	외국환거래법	1	CV_LAW	1	1162
외국환거래법령	CV_LAW	7	1	0	1	외국환거래법령	1	CV_LAW	1	1162
외래 교수	CV_POSITION	5	1	1	0	외래 교수	1	CV_POSITION	1	4600
외래교수	CV_POSITION	4	1	0	1	외래교수	1	CV_POSITION	1	4600
외무 차관	CV_POSITION	5	1	1	0	외무 차관	1	CV_POSITION	1	4600
외무상	CV_POSITION	3	1	1	0	외무상	1	CV_POSITION	1	4600
외무성 제1 부상	CV_POSITION	9	1	1	0	외무성 제1 부상	1	CV_POSITION	1	4600
외사부장	CV_POSITION	4	1	1	0	외사부장	1	CV_POSITION	1	4600
외손녀	CV_RELATION	3	1	1	0	외손녀	1	CV_RELATION	1	1813
외손자	CV_RELATION	3	1	1	0	외손자	1	CV_RELATION	1	1813
외식사업가	CV_OCCUPATION	5	1	1	0	외식사업가	1	CV_OCCUPATION	1	4368
외할머니	CV_RELATION	4	1	0	1	외할머니	1	CV_RELATION	1	1813
외할아버지	CV_RELATION	5	1	0	1	외할아버지	1	CV_RELATION	1	1813
외환은행장	CV_POSITION	5	1	0	1	외환은행장	1	CV_POSITION	1	4600
용산국제업무지구 개발사업	TMI_PROJECT	13	1	0	1	용산국제업무지구 개발사업	1	TMI_PROJECT	1	65
요괴워치	AFW_OTHER_PRODUCTS	4	1	0	1	요괴워치	1	AFW_OTHER_PRODUCTS	1	376
요구르트	CV_DRINK	4	1	1	0	요구르트	1	CV_DRINK	1	175
요나스 카우프만	PS_NAME	8	1	0	1	요나스 카우프만	1	PS_NAME	1	21537
요니p	PS_NAME	3	1	1	0	요니p	1	PS_NAME	1	21537
요델	PS_NAME	2	1	1	0	요델	1	PS_NAME	1	21537
요로이비츠	PS_CHARACTER	5	1	1	0	요로이비츠	1	PS_CHARACTER	1	1027
요르단 조종사 마즈 알카사스베 중위로	PS_NAME	20	1	0	1	요르단 조종사 마즈 알카사스베 중위로	1	PS_NAME	1	21537
요리 연구가	CV_OCCUPATION	6	1	1	0	요리 연구가	1	CV_OCCUPATION	1	4368
요리사 최현석(43)	PS_NAME	11	1	1	0	요리사 최현석(43)	1	PS_NAME	1	21537
요리연구가 이혜정	PS_NAME	9	1	1	0	요리연구가 이혜정	1	PS_NAME	1	21537
요세미티 국립공원	LC_OTHERS	9	1	1	0	요세미티 국립공원	1	LC_OTHERS	1	1375
요시모토	PS_NAME	4	1	1	0	요시모토	1	PS_NAME	1	21537
요시자와 아키호	PS_NAME	8	1	0	1	요시자와 아키호	1	PS_NAME	1	21537
욕망의불꽃	AFA_VIDEO	5	1	1	0	욕망의불꽃	1	AFA_VIDEO	1	2799
욕불	AFA_VIDEO	2	1	1	0	욕불	1	AFA_VIDEO	1	2799
욕불(욕망의불꽃)	AFA_VIDEO	9	1	1	0	욕불(욕망의불꽃)	1	AFA_VIDEO	1	2799
욘더 알론소	PS_NAME	6	1	0	1	욘더 알론소	1	PS_NAME	1	21537
용	PS_NAME	1	1	1	0	용	1	PS_NAME	1	21537
용감한 형제	PS_NAME	6	1	1	0	용감한 형제	1	PS_NAME	1	21537
용가리	AFA_VIDEO	3	1	1	0	용가리	1	AFA_VIDEO	1	2799
용우	PS_NAME	2	1	1	0	용우	1	PS_NAME	1	21537
용재	PS_NAME	2	1	1	0	용재	1	PS_NAME	1	21537
용철	PS_NAME	2	1	1	0	용철	1	PS_NAME	1	21537
요리 연구가 백종원	PS_NAME	10	1	1	0	요리 연구가 백종원	1	PS_NAME	1	21537
요리 연구가 백종원(49)	PS_NAME	14	1	1	0	요리 연구가 백종원(49)	1	PS_NAME	1	21537
요리연구가 백종원	PS_NAME	9	1	1	0	요리연구가 백종원	1	PS_NAME	1	21537
요리연구가 백종원(49)	PS_NAME	13	1	1	0	요리연구가 백종원(49)	1	PS_NAME	1	21537
요양보호사	CV_OCCUPATION	5	1	0	1	요양보호사	1	CV_OCCUPATION	1	4368
요요추	PS_NAME	3	1	1	0	요요추	1	PS_NAME	1	21537
용형호제	AFA_VIDEO	4	1	1	0	용형호제	1	AFA_VIDEO	1	2799
용형호제3	AFA_VIDEO	5	1	1	0	용형호제3	1	AFA_VIDEO	1	2799
용화	PS_NAME	2	1	1	0	용화	1	PS_NAME	1	21537
요가학원	AFA_VIDEO	4	1	1	0	요가학원	1	AFA_VIDEO	1	2799
요즈마 펀드	CV_FUNDS	6	1	1	0	요즈마 펀드	1	CV_FUNDS	1	40
요코	PS_CHARACTER	2	1	0	1	요코	1	PS_CHARACTER	1	1027
용산 경찰서	OGG_POLITICS	6	1	1	0	용산 경찰서	1	OGG_POLITICS	1	4964
용산구 한남동	LCP_COUNTY	7	1	1	0	용산구 한남동	1	LCP_COUNTY	1	1341
용산참사 4주기 범국민추모위원회	OGG_OTHERS	17	1	0	1	용산참사 4주기 범국민추모위원회	1	OGG_OTHERS	1	591
용암면	LCP_COUNTY	3	1	1	0	용암면	1	LCP_COUNTY	1	1341
용왕	PS_CHARACTER	2	1	1	0	용왕	1	PS_CHARACTER	1	1027
용인동부서	OGG_POLITICS	5	1	1	0	용인동부서	1	OGG_POLITICS	1	4964
요르단 정부	OGG_POLITICS	6	1	1	0	요르단 정부	1	OGG_POLITICS	1	4964
용인동부경찰서	OGG_POLITICS	7	1	1	0	용인동부경찰서	1	OGG_POLITICS	1	4964
용인시 처인구 양지면	LCP_COUNTY	11	1	1	0	용인시 처인구 양지면	1	LCP_COUNTY	1	1341
용전동	LCP_COUNTY	3	1	0	1	용전동	1	LCP_COUNTY	1	1341
